Authors	records	% of 6293
FONTDEVILA ANTONIO	8	0.127
GIRIBET G	8	0.127
GIRIBET GONZALO	8	0.127
GLEMIN S	8	0.127
GOLDING G BRIAN	8	0.127
GREEN H	8	0.127
GUINDON S	8	0.127
GUINDON STEPHANE	8	0.127
HANCOCK J M	8	0.127
HANCOCK JM	8	0.127
HARDISON R C	8	0.127
HARDISON RC	8	0.127
HARRISON RG	8	0.127
HEIN JOTUN	8	0.127
HILLIS D M	8	0.127
HO S Y W	8	0.127
HOWE CHRISTOPHER J	8	0.127
HOWE CJ	8	0.127
IRWIN DAVID M	8	0.127
IRWIN DM	8	0.127
JORDE LYNN B	8	0.127
KIDWELL MARGARET G	8	0.127
KOBAYASHI I	8	0.127
KOBAYASHI ICHIZO	8	0.127
KOCH M A	8	0.127
KOCHER TD	8	0.127
KOCHER THOMAS D	8	0.127
KREITMAN M	8	0.127
KREITMAN MARTIN	8	0.127
LIAO BEN-YANG	8	0.127
LIAO BY	8	0.127
MA HONG	8	0.127
MCDONALD JH	8	0.127
MCDONALD JOHN H	8	0.127
MINDELL DP	8	0.127
MITCHELL-OLDS T	8	0.127
MITCHELL-OLDS THOMAS	8	0.127
MIYA M	8	0.127
MIYA MASAKI	8	0.127
MORIWAKI K	8	0.127
MOUCHIROUD D	8	0.127
MOULTON V	8	0.127
MURPHY WILLIAM J	8	0.127
MURPHY WJ	8	0.127
MUSE SPENCER V	8	0.127
MUSE SV	8	0.127
NEAFSEY DANIEL E	8	0.127
NEAFSEY DE	8	0.127
O'BRIEN SJ	8	0.127
OAKESHOTT J G	8	0.127
OCHMAN HOWARD	8	0.127
OPAZO J C	8	0.127
OSADA N	8	0.127
OSADA NAOKI	8	0.127
PEREIRA L	8	0.127
PERRY GEORGE H	8	0.127
PERRY GH	8	0.127
PYBUS O G	8	0.127
RIESEBERG L H	8	0.127
RIESEBERG LOREN H	8	0.127
ROGOZIN IB	8	0.127
ROZAS JULIO	8	0.127
RZHETSKY A	8	0.127
SACCONE CECILIA	8	0.127
SAEDLER H	8	0.127
SAEDLER HEINZ	8	0.127
SATTA Y	8	0.127
SAVOLAINEN O	8	0.127
SEGARRA C	8	0.127
SEGARRA CARMEN	8	0.127
SILBERMAN JEFFREY D	8	0.127
SINGH NADIA D	8	0.127
SINGH ND	8	0.127
SINGH RAMA S	8	0.127
SIRONI M	8	0.127
SMITH NGC	8	0.127
SMITH NICK G C	8	0.127
SPRINGER MS	8	0.127
STADLER PETER F	8	0.127
STADLER PF	8	0.127
SUDOYO H	8	0.127
SUDOYO HERAWATI	8	0.127
TAKAHASHI KAZUHIKO	8	0.127
TICHY H	8	0.127
TURMEL M	8	0.127
TURMEL MONIQUE	8	0.127
VILLEMS R	8	0.127
WADDELL PETER J	8	0.127
WADDELL PJ	8	0.127
WERNEGREEN JENNIFER J	8	0.127
WERNEGREEN JJ	8	0.127
WILKE CLAUS O	8	0.127
WOROBEY M	8	0.127
XIA XH	8	0.127
XU J	8	0.127
YANG J	8	0.127
YI SOOJIN V	8	0.127
YI SV	8	0.127
ZARDOYA R	8	0.127
ZARDOYA RAFAEL	8	0.127
ZHANG H	8	0.127
ZHANG SHUYI	8	0.127
ZHANG SY	8	0.127
ZHANG ZE	8	0.127
ZHIVOTOVSKY L A	8	0.127
ADACHI J	7	0.111
ADACHI JUN	7	0.111
ANDERSSON S G E	7	0.111
BARRIO E	7	0.111
BIELAWSKI JOSEPH P	7	0.111
BIELAWSKI JP	7	0.111
BIEMONT C	7	0.111
BIEMONT CHRISTIAN	7	0.111
BORNBERG-BAUER E	7	0.111
BRAUN EDWARD L	7	0.111
BRAUN EL	7	0.111
BRENNER S	7	0.111
BRENNER SYDNEY	7	0.111
BROWN WESLEY M	7	0.111
BRUNO WILLIAM J	7	0.111
BULL JJ	7	0.111
BURKE W D	7	0.111
BURKE WD	7	0.111
BURKE WILLIAM D	7	0.111
CAGLIANI RACHELE	7	0.111
CAO Y	7	0.111
CAO YING	7	0.111
CAPELLI C	7	0.111
CAPELLI CRISTIAN	7	0.111
CASALS FERRAN	7	0.111
CASANE D	7	0.111
CHEN FC	7	0.111
CHEN FENG-CHI	7	0.111
CHEN L	7	0.111
CLERICI M	7	0.111
COOPER A	7	0.111
CRANDALL K A	7	0.111
CROZIER RH	7	0.111
CUNNINGHAM C W	7	0.111
CUNNINGHAM CW	7	0.111
CUTTER AD	7	0.111
CUTTER ASHER D	7	0.111
DACKS JB	7	0.111
DYKHUIZEN DE	7	0.111
EANES W F	7	0.111
EANES WF	7	0.111
EBERSBERGER I	7	0.111
EBERSBERGER INGO	7	0.111
EDGELL MH	7	0.111
ELENA SANTIAGO F	7	0.111
ELENA SF	7	0.111
EMBLEY TM	7	0.111
ESTOUP ARNAUD	7	0.111
FARES M A	7	0.111
FONTDEVILA A	7	0.111
FU YUN-XIN	7	0.111
FUMAGALLI M	7	0.111
GARCIA-FERNANDEZ J	7	0.111
GARCIA-FERNANDEZ JORDI	7	0.111
GISSI C	7	0.111
GISSI CARMELA	7	0.111
GOLDING G B	7	0.111
GU ZHENGLONG	7	0.111
GU ZL	7	0.111
HARR B	7	0.111
HIGGS PAUL G	7	0.111
HILLIS DAVID M	7	0.111
HOELZEL AR	7	0.111
HOFREITER M	7	0.111
HOLLAND BR	7	0.111
HUCHON D	7	0.111
HUCHON DOROTHEE	7	0.111
HUTCHISON C A 3RD	7	0.111
HUTCHISON CA	7	0.111
IKEO K	7	0.111
IKEO KAZUHO	7	0.111
INGVARSSON PAR K	7	0.111
INGVARSSON PK	7	0.111
IRWIN D M	7	0.111
JERMIIN LARS S	7	0.111
JERMIIN LS	7	0.111
JIGGINS FRANCIS M	7	0.111
JURKA J	7	0.111
KARAFET TATIANA M	7	0.111
KARAFET TM	7	0.111
KATZ LAURA A	7	0.111
KIDWELL MG	7	0.111
KURLAND CG	7	0.111
LAKE J A	7	0.111
LAVROV D V	7	0.111
LECOINTRE G	7	0.111
LEMIEUX C	7	0.111
LEMIEUX CLAUDE	7	0.111
LERCHER MARTIN J	7	0.111
LERCHER MJ	7	0.111
LI M	7	0.111
LONG M	7	0.111
LONG MY	7	0.111
LOPEZ P	7	0.111
MAKOVA KATERYNA D	7	0.111
MAKOVA KD	7	0.111
MAR ALBA M	7	0.111
MCDONALD J H	7	0.111
MINDELL DAVID P	7	0.111
MISOF B	7	0.111
MIYAMOTO MM	7	0.111
MIYATA T	7	0.111
MORAN NA	7	0.111
MORITZ C	7	0.111
MORITZ CRAIG	7	0.111
MORIYAMA EN	7	0.111
MORIYAMA ETSUKO N	7	0.111
MOUCHIROUD DOMINIQUE	7	0.111
MUNDY NI	7	0.111
MURPHY W J	7	0.111
NAKAMURA Y	7	0.111
NEVO EVIATAR	7	0.111
NIKOLAIDIS N	7	0.111
NIKOLAIDIS NIKOLAS	7	0.111
NISHIHARA H	7	0.111
NISHIHARA HIDENORI	7	0.111
NOSTEN F	7	0.111
NOSTEN FRANCOIS	7	0.111
O'HUIGIN C	7	0.111
OAKESHOTT JG	7	0.111
OTIS C	7	0.111
OTIS CHRISTIAN	7	0.111
PALUMBI S R	7	0.111
PAVLIDIS P	7	0.111
PAVLIDIS PAVLOS	7	0.111
PAYSEUR BA	7	0.111
PAYSEUR BRET A	7	0.111
PEREIRA LUISA	7	0.111
PERIQUET G	7	0.111
PHILLIPS MJ	7	0.111
POWELL J R	7	0.111
POWELL JEFFREY R	7	0.111
POZZOLI U	7	0.111
RAFF R A	7	0.111
RAFF RA	7	0.111
REYES A	7	0.111
REYES AURELIO	7	0.111
RILEY MA	7	0.111
RIVA S	7	0.111
ROCHA E P	7	0.111
RODRIGUE N	7	0.111
RODRIGUE NICOLAS	7	0.111
ROSENBERG NA	7	0.111
ROSENBERG NOAH A	7	0.111
RUVOLO M	7	0.111
RZHETSKY ANDREY	7	0.111
SATTA YOKO	7	0.111
SCOFIELD DG	7	0.111
SCOFIELD DOUGLAS G	7	0.111
SILBERMAN JD	7	0.111
SINGH R S	7	0.111
SIRONI MANUELA	7	0.111
SLOAN DANIEL B	7	0.111
SLOAN DB	7	0.111
SOARES P	7	0.111
SOARES PEDRO	7	0.111
SPRINGER MARK S	7	0.111
STONE AC	7	0.111
STONE ANNE C	7	0.111
SUBRAMANIAN S	7	0.111
SUBRAMANIAN SANKAR	7	0.111
TAKUNO S	7	0.111
TAKUNO SHOHEI	7	0.111
TAYLOR JOHN W	7	0.111
TENAILLON O	7	0.111
TICHY HERBERT	7	0.111
TISHKOFF SARAH A	7	0.111
TU Z	7	0.111
TU ZHIJIAN	7	0.111
TYLER-SMITH C	7	0.111
VACQUIER V D	7	0.111
VAN OPPEN MADELEINE J H	7	0.111
VILLEMS RICHARD	7	0.111
VOGLER A P	7	0.111
VOLFF J N	7	0.111
WAKELEY J	7	0.111
WANG L	7	0.111
WANG Z	7	0.111
WEBSTER MATTHEW T	7	0.111
WEBSTER MT	7	0.111
WERREN J H	7	0.111
WERREN JH	7	0.111
WERREN JOHN H	7	0.111
WERTHEIM JO	7	0.111
WERTHEIM JOEL O	7	0.111
WOROBEY MICHAEL	7	0.111
WRAY GA	7	0.111
WRAY GREGORY A	7	0.111
WU DD	7	0.111
WU DONG-DONG	7	0.111
WU W	7	0.111
YAO YG	7	0.111
YAO YONG-GANG	7	0.111
ZHANG J Z	7	0.111
ZHANG L	7	0.111
ZHANG X	7	0.111
ADKINS R M	6	0.095
ADKINS RM	6	0.095
ADKINS RONALD M	6	0.095
ALVAREZ-PONCE D	6	0.095
ALVAREZ-PONCE DAVID	6	0.095
AMORIM A	6	0.095
AMORIM ANTONIO	6	0.095
ANDERSON T J C	6	0.095
ANDERSON W W	6	0.095
ANDERSON WW	6	0.095
ANDERSSON S G	6	0.095
ANDOLFATTO P	6	0.095
ANDOLFATTO PETER	6	0.095
BACHMANN L	6	0.095
BACHTROG D	6	0.095
BACHTROG DORIS	6	0.095
BARBUJANI G	6	0.095
BARBUJANI GUIDO	6	0.095
BARGELLONI L	6	0.095
BARGELLONI LUCA	6	0.095
BARKER S C	6	0.095
BERG OG	6	0.095
BERG OTTO G	6	0.095
BERGER FG	6	0.095
BETRAN E	6	0.095
BETRAN ESTHER	6	0.095
BLEIDORN C	6	0.095
