Authors	records	% of 3483
DAI L	2	0.057
DALLERY Y	2	0.057
DAS M	2	0.057
DATKO R	2	0.057
DAUM FE	2	0.057
DAVISON DE	2	0.057
DAWSON DM	2	0.057
DE MOOR B	2	0.057
DE NICOLAO G	2	0.057
DE OLIVEIRA MC	2	0.057
DEKONING WL	2	0.057
DELEBECQUE F	2	0.057
DEMETRIOU MA	2	0.057
DEMOOR B	2	0.057
DERUSSO PM	2	0.057
DESBOUVRIES F	2	0.057
DEWEY AG	2	0.057
DEWOLF DG	2	0.057
DIWEKAR AM	2	0.057
DIXON WE	2	0.057
DOBELL AR	2	0.057
DOLEZAL V	2	0.057
DORMIDO S	2	0.057
DRAGAN V	2	0.057
DUFOUR F	2	0.057
DULLERUD G	2	0.057
DUMONT GA	2	0.057
DUPUIS P	2	0.057
DYER P	2	0.057
EISING R	2	0.057
ELFERIK S	2	0.057
ELGHAOUI L	2	0.057
ELLER DH	2	0.057
ESTRADA MB	2	0.057
EWEDA E	2	0.057
FAIRMAN FW	2	0.057
FALB PL	2	0.057
FAN H	2	0.057
FARRELL JA	2	0.057
FEGLEY KA	2	0.057
FERRANTE A	2	0.057
FERREIRA PMG	2	0.057
FEUER A	2	0.057
FIALHO IJ	2	0.057
FILAR JA	2	0.057
FITZGERALD RJ	2	0.057
FLAMM DS	2	0.057
FORNASINI E	2	0.057
FORTMANN TE	2	0.057
FREEDMAN MI	2	0.057
FRIDMAN E	2	0.057
FU LC	2	0.057
FUHRMANN PA	2	0.057
FUKUMA A	2	0.057
FUNABASHI M	2	0.057
GAFNI EM	2	0.057
GAMARNIK D	2	0.057
GARULLI A	2	0.057
GAUJAL B	2	0.057
GEERING HP	2	0.057
GEESEY RA	2	0.057
GELB A	2	0.057
GENESIO R	2	0.057
GERMANI A	2	0.057
GHEZ S	2	0.057
GIBSON JE	2	0.057
GIUSTO A	2	0.057
GLATTFELDER AH	2	0.057
GODBOLE DN	2	0.057
GORMAN D	2	0.057
GOURSAT M	2	0.057
GRAUPE D	2	0.057
GREENE CS	2	0.057
