Authors	records	% of 10337
MODAN B	6	0.058
MODELL B	6	0.058
MOWAT AP	6	0.058
NAKAMURA T	6	0.058
NEILD GH	6	0.058
NEWELL ML	6	0.058
NICHOLLS MG	6	0.058
ORENSTEIN WA	6	0.058
PALMER A	6	0.058
PAOLASSO E	6	0.058
PEARCE N	6	0.058
PEART WS	6	0.058
PECKHAM C	6	0.058
PEMBREY ME	6	0.058
RICHARDSON S	6	0.058
RIMM AA	6	0.058
RIZZETTO M	6	0.058
RONALD AR	6	0.058
ROSS RK	6	0.058
ROSSOR MN	6	0.058
SAUERBRUCH T	6	0.058
SCHILD GC	6	0.058
SCHRODER R	6	0.058
SELWYN AP	6	0.058
SHAPIRO S	6	0.058
SHIPLEY M	6	0.058
SKENE AM	6	0.058
SMITH M	6	0.058
SMITH T	6	0.058
SMYTH JF	6	0.058
SPEIZER FE	6	0.058
STEIN H	6	0.058
STEWART HJ	6	0.058
SUNG JJY	6	0.058
SUTHERLAND S	6	0.058
TATTERSALL MHN	6	0.058
TAYLOR HR	6	0.058
TAYLORROBINSON D	6	0.058
TENCATE JW	6	0.058
THIJS L	6	0.058
TODO S	6	0.058
TREASURE T	6	0.058
TURNER P	6	0.058
VASILAKIS C	6	0.058
VERHEUGT FWA	6	0.058
VESSEY M	6	0.058
VIBERTI GC	6	0.058
WARD LR	6	0.058
WARNER JO	6	0.058
WATSON L	6	0.058
WEBSTER ADB	6	0.058
WEDEL H	6	0.058
WHORWELL PJ	6	0.058
WILLIAMS NS	6	0.058
WILLIAMS P	6	0.058
WOODS KL	6	0.058
WRIGHT A	6	0.058
WRIGHT P	6	0.058
WRIGHT R	6	0.058
WRIGHT TL	6	0.058
YOLKEN RH	6	0.058
ABOULKER JP	5	0.048
ADAMS DH	5	0.048
ADLER MW	5	0.048
AGID Y	5	0.048
ALBERMAN E	5	0.048
ALDERMAN MH	5	0.048
ALONSO PL	5	0.048
AMMANN AJ	5	0.048
AMOUYEL P	5	0.048
ANDERSON TJ	5	0.048
ANDREASEN NC	5	0.048
ASSELAIN B	5	0.048
BACON PA	5	0.048
BAGGER JP	5	0.048
BAGSHAWE KD	5	0.048
BAIRD DT	5	0.048
BAKKER E	5	0.048
BARON JH	5	0.048
BARRON L	5	0.048
BARTLETT CLR	5	0.048
BATEMAN DE	5	0.048
BAYLEY AC	5	0.048
BEASLEY R	5	0.048
BELL PRF	5	0.048
BEST JJK	5	0.048
BEWICK M	5	0.048
BIANCHI FB	5	0.048
BIANCO AR	5	0.048
BIRCH JM	5	0.048
BLACK RE	5	0.048
BLAKE PA	5	0.048
BOOY R	5	0.048
BOYLE IT	5	0.048
BREART G	5	0.048
BREEDVELD FC	5	0.048
BRIGGS M	5	0.048
BROOK CGD	5	0.048
BROOK RH	5	0.048
BROWN P	5	0.048
BRUMFITT W	5	0.048
BULBROOK RD	5	0.048
BULPITT CJ	5	0.048
BURROUGHS AK	5	0.048
BUTTURINI A	5	0.048
CAMPBELL RWF	5	0.048
CARR A	5	0.048
CATTO GRD	5	0.048
CEREMUZYNSKI L	5	0.048
CHANTLER C	5	0.048
CHASTANG C	5	0.048
CHOTARD J	5	0.048
CLAVEL F	5	0.048
CLUMECK N	5	0.048
COATS AJS	5	0.048
COBBE SM	5	0.048
COHEN H	5	0.048
COLLIER J	5	0.048
COLLINS J	5	0.048
COOKSON WOCM	5	0.048
CORAZZA GR	5	0.048
COULTHARD MG	5	0.048
COWEN PJ	5	0.048
CRADOCKWATSON JE	5	0.048
CRAFT AW	5	0.048
CROW TJ	5	0.048
CUSCHIERI A	5	0.048
DAAR AS	5	0.048
DAVIS C	5	0.048
DEBACKER G	5	0.048
DECOCK KM	5	0.048
DEGAETANO G	5	0.048
DELFAVERO A	5	0.048
DEMETRIS AJ	5	0.048
DENIS F	5	0.048
DIXON AK	5	0.048
DIXON MF	5	0.048
DONAGHY M	5	0.048
DONIACH D	5	0.048
DORMANDY TL	5	0.048
DURNIN JVGA	5	0.048
EASTON DF	5	0.048
EDEN OB	5	0.048
ELTON RA	5	0.048
EMERY JL	5	0.048
EMERY P	5	0.048
EVANS C	5	0.048
EVANS J	5	0.048
FELDMANN M	5	0.048
FISHER B	5	0.048
FISHER C	5	0.048
FLATHER M	5	0.048
FOGELMAN I	5	0.048
FORBES JF	5	0.048
FOX RM	5	0.048
FRANCIS DP	5	0.048
GALE EAM	5	0.048
GENSINI GF	5	0.048
GIAQUINTO C	5	0.048
GILMAN RH	5	0.048
GIRLING DJ	5	0.048
GOKAL R	5	0.048
GOLDEN MHN	5	0.048
GOOD RA	5	0.048
GORE SM	5	0.048
GOSDEN CM	5	0.048
GOUDEAU A	5	0.048
GOUDSMIT J	5	0.048
GOY JJ	5	0.048
GRAHAM A	5	0.048
GRATWOHL A	5	0.048
GREAVES MF	5	0.048
GREENBERG AE	5	0.048
GREENE BM	5	0.048
GREENING AP	5	0.048
GREENOUGH WB	5	0.048
HACKE W	5	0.048
HALL W	5	0.048
HAMILTONMILLER JMT	5	0.048
HAMMOND D	5	0.048
HANSSON L	5	0.048
HARRIS JR	5	0.048
HARRIS R	5	0.048
HARRISON MJG	5	0.048
HARVEY RF	5	0.048
HEINONEN OP	5	0.048
HEYWARD WL	5	0.048
HILL C	5	0.048
HIRSH J	5	0.048
HOLMGREN J	5	0.048
HOPE PL	5	0.048
HOPKINS DR	5	0.048
HORWITZ RI	5	0.048
HUGHES GRV	5	0.048
HUGHES JMB	5	0.048
HULL MGR	5	0.048
HUNTER DJ	5	0.048
HUNTER JO	5	0.048
ISAACS D	5	0.048
IWATSUKI S	5	0.048
JAFFE D	5	0.048
JAMES WPT	5	0.048
JAMESON B	5	0.048
JENNETT B	5	0.048
JENSEN G	5	0.048
JOHNSON AM	5	0.048
JOHNSON S	5	0.048
JONES AH	5	0.048
JONES DA	5	0.048
JONES DM	5	0.048
JONES G	5	0.048
JONES L	5	0.048
KAPPENBERGER L	5	0.048
KARBWANG J	5	0.048
KATLAMA C	5	0.048
KATZ J	5	0.048
KAY AB	5	0.048
KAYE S	5	0.048
KELLY K	5	0.048
KELLY P	5	0.048
KENDALLTAYLOR P	5	0.048
KIRKHAM JS	5	0.048
KLIJN JGM	5	0.048
KNOTTNERUS JA	5	0.048
KOETSAWANG S	5	0.048
KOVACS JA	5	0.048
KREMSNER PG	5	0.048
KWIATKOWSKI D	5	0.048
LANTOS PL	5	0.048
LAPLANCHE A	5	0.048
LAPORTE JR	5	0.048
LAU JYN	5	0.048
LAVENDER JP	5	0.048
LE MG	5	0.048
LEDINGHAM JGG	5	0.048
LEE CA	5	0.048
LEES KR	5	0.048
LEIZOROVICZ A	5	0.048
LENNETTE ET	5	0.048
LENSING AWA	5	0.048
LEONARD JV	5	0.048
LEWIS S	5	0.048
LINDSAY R	5	0.048
LINDSAY SW	5	0.048
LIPWORTH BJ	5	0.048
LOPEZ AD	5	0.048
MACLENNAN AH	5	0.048
MAGGIONI A	5	0.048
MAGGIONI AP	5	0.048
MANSEL RE	5	0.048
MASKELL R	5	0.048
MATHIAS CJ	5	0.048
MCFARLANE IG	5	0.048
MCMAHON MJ	5	0.048
MCSWIGGAN DA	5	0.048
MENDY M	5	0.048
MILLS JL	5	0.048
MITCHELL JRA	5	0.048
MITSUYA H	5	0.048
MOORE MR	5	0.048
MORABIA A	5	0.048
MOURIDSEN HT	5	0.048
MUHILAL	5	0.048
MURCH SH	5	0.048
MURRAY CJL	5	0.048
MURRAY GD	5	0.048
MURRAYLYON IM	5	0.048
NAYLOR CD	5	0.048
NEIL A	5	0.048
NERUP J	5	0.048
NEVILLE AM	5	0.048
NEWLANDS ES	5	0.048
NISSINEN A	5	0.048
NOAH ND	5	0.048
NORTHOVER JMA	5	0.048
NUNN AJ	5	0.048
OATES GD	5	0.048
OGRADY J	5	0.048
OLESEN J	5	0.048
OPELZ G	5	0.048
OWEN MJ	5	0.048
OWENS DR	5	0.048
PARKES JD	5	0.048
PARRY JV	5	0.048
PATEL S	5	0.048
PATRIARCA PA	5	0.048
PECKHAM MJ	5	0.048
PEUTHERER JF	5	0.048
PFISTERER M	5	0.048
PHILLIPS I	5	0.048
PHILLIPS RKS	5	0.048
PITT B	5	0.048
POLLOCK TM	5	0.048
PONDER BAJ	5	0.048
PONNIGHAUS JM	5	0.048
POUNDER RE	5	0.048
PREECE MA	5	0.048
PRENTICE AM	5	0.048
PRENTICE CRM	5	0.048
PRESCOTT LF	5	0.048
PRITCHARD J	5	0.048
PURCELL RH	5	0.048
PUSKA P	5	0.048
RADDA GK	5	0.048
RAMSAY LE	5	0.048
REES LH	5	0.048
REID D	5	0.048
REID M	5	0.048
REINGOLD AL	5	0.048
REVUZ J	5	0.048
RICHARDS AM	5	0.048
RIDKER PM	5	0.048
RINGDEN O	5	0.048
ROSSI P	5	0.048
ROTHWELL PM	5	0.048
RUDGE P	5	0.048
RUTQVIST LE	5	0.048
SADOVNICK AD	5	0.048
SALMON RL	5	0.048
SALONEN JT	5	0.048
SANDER JWAS	5	0.048
SAVAGE COS	5	0.048
SCHULZ TF	5	0.048
SCHWARTZ B	5	0.048
SCOBLE JE	5	0.048
SELIGMANN M	5	0.048
SERJEANT BE	5	0.048
SERRUYS PW	5	0.048
SEVER PS	5	0.048
SILVER GA	5	0.048
SIMON R	5	0.048
SINGER A	5	0.048
SKAKKEBAEK NE	5	0.048
SKRABANEK P	5	0.048
SLATTERY J	5	0.048
SMITH B	5	0.048
SMITH I	5	0.048
SMITH K	5	0.048
SOOTHILL PW	5	0.048
SOUHAMI RL	5	0.048
SOWTON E	5	0.048
SPENCER J	5	0.048
STAESSEN JA	5	0.048
STEINHOFF MC	5	0.048
STERNE JAC	5	0.048
STOUT RW	5	0.048
SUNTHARASAMAI P	5	0.048
SUPER M	5	0.048
SVENNERHOLM AM	5	0.048
SWAN AV	5	0.048
TAUBE D	5	0.048
TAYLOR B	5	0.048
TAYLOR C	5	0.048
TAYLOR DJ	5	0.048
TAYLOR R	5	0.048
TERASAKI PI	5	0.048
THOMAS M	5	0.048
THOMAS S	5	0.048
THOMPSON GR	5	0.048
TIJSSEN JGP	5	0.048
TING A	5	0.048
TREPO C	5	0.048
TRIGER DR	5	0.048
TURNER MW	5	0.048
TYTGAT GNJ	5	0.048
VALKENBURG HA	5	0.048
VANDERWOUDE FJ	5	0.048
VANES LA	5	0.048
VANTRAPPEN G	5	0.048
VERMYLEN J	5	0.048
VIRAVAN C	5	0.048
VIRUTAMASEN P	5	0.048
WADSWORTH J	5	0.048
WALLWORK J	5	0.048
WATKINS PJ	5	0.048
WATSON JG	5	0.048
WEBER JN	5	0.048
WEETMAN AP	5	0.048
WESSELY S	5	0.048
WESTABY D	5	0.048
WESTENDORP RGJ	5	0.048
WHITEHEAD MI	5	0.048
WHITELAW A	5	0.048
WIGGLESWORTH JS	5	0.048
WILCOX RG	5	0.048
WILLIAMS B	5	0.048
WILLIAMS J	5	0.048
WOOD DA	5	0.048
WRIGHT D	5	0.048
YACOUB MH	5	0.048
YARCHOAN R	5	0.048
YUDKIN JS	5	0.048
YVONNET B	5	0.048
ZUMBUSCHENFELDE KHM	5	0.048
ABROMOWITCH M	4	0.039
ADAMS J	4	0.039
ADU D	4	0.039
AITCHISON TC	4	0.039
ALBERT J	4	0.039
ALBERTI A	4	0.039
ALI M	4	0.039
ALLISON DJ	4	0.039
ALPERS MP	4	0.039
ALTER HJ	4	0.039
AMAR SS	4	0.039
AMERY A	4	0.039
ANDERSON DC	4	0.039
ANDERSON HR	4	0.039
ANDERSON S	4	0.039
ANTO JM	4	0.039
ARNOLD J	4	0.039
ARO A	4	0.039
ARRIAGADA R	4	0.039
ATKINSON M	4	0.039
BAILEY A	4	0.039
BAIRD PA	4	0.039
BALDWIN RW	4	0.039
BALL SG	4	0.039
BARBARA JAJ	4	0.039
BARDHAN PK	4	0.039
BARLOW D	4	0.039
BARTFAI G	4	0.039
BARTLETT JG	4	0.039
BARTRAM CI	4	0.039
BASSENDINE MF	4	0.039
BATTEN JC	4	0.039
BAUD FJ	4	0.039
BEEN M	4	0.039
BELCH JJF	4	0.039
BELL JE	4	0.039
BENDER TR	4	0.039
BENIGNI A	4	0.039
BENNETT ED	4	0.039
