Authors	records	% of 784
BALSHAW R	1	0.128
BALTER S	1	0.128
BALZAN C	1	0.128
BANAN H	1	0.128
BANATVALA J	1	0.128
BANERJEE S	1	0.128
BANERJEE-STEVENS D	1	0.128
BANGA JD	1	0.128
BANNING AP	1	0.128
BANNINK M	1	0.128
BANNISTER G	1	0.128
BANVILLE P	1	0.128
BAPTIE B	1	0.128
BARBARESI F	1	0.128
BARBER PA	1	0.128
BARI M	1	0.128
BARILLARI P	1	0.128
BARISTA I	1	0.128
BARLOW KM	1	0.128
BARNES A	1	0.128
BARNES F	1	0.128
BARNHILL S	1	0.128
BARNIE A	1	0.128
BARNSTEDT SE	1	0.128
BARRATT C	1	0.128
BARRETT AJ	1	0.128
BARROS AJD	1	0.128
BARROS FC	1	0.128
BARSKY SH	1	0.128
BARTELINK H	1	0.128
BARTELSMAN JFWM	1	0.128
BARTOLET B	1	0.128
BARTOLOMEO P	1	0.128
BARTON DL	1	0.128
BARTON P	1	0.128
BARTSOCAS C	1	0.128
BASHIR Y	1	0.128
BASINGER M	1	0.128
BASNYAT B	1	0.128
BASSETT K	1	0.128
BASSETTI C	1	0.128
BASTA M	1	0.128
BATA I	1	0.128
BATCHELOR PE	1	0.128
BATES ER	1	0.128
BATESON J	1	0.128
BATH P	1	0.128
BATTAGLIA TA	1	0.128
BATTEGAY M	1	0.128
BATTELINO T	1	0.128
BAUDIC S	1	0.128
BAUERSACHS R	1	0.128
BAUGHAN C	1	0.128
BAUMANS P	1	0.128
BAUZE R	1	0.128
BAYLISS NC	1	0.128
BEAGLEHOLE R	1	0.128
BEARDSLEY J	1	0.128
BEAU JP	1	0.128
BEAUDOIN J	1	0.128
BEAUMONT D	1	0.128
BEBCHUK JM	1	0.128
BECERRA-CARMONA G	1	0.128
BECHMANN I	1	0.128
BECK T	1	0.128
BECKER S	1	0.128
BECKERS EAM	1	0.128
BEDARD D	1	0.128
BEDFORD A	1	0.128
BEDNARKIEWICZ M	1	0.128
BEELEN MLR	1	0.128
BEERMAN H	1	0.128
BEGER HG	1	0.128
BEGLIOMINI B	1	0.128
BEHAR DM	1	0.128
BEHENSKY H	1	0.128
BEIGHTON A	1	0.128
BELANGER A	1	0.128
BELANGER N	1	0.128
BELESSIS A	1	0.128
BELL A	1	0.128
BELL G	1	0.128
BELL M	1	0.128
BELL N	1	0.128
BELL P	1	0.128
BELL SC	1	0.128
BELLER N	1	0.128
BELLEVILLE L	1	0.128
BELLISSANT E	1	0.128
BELLMAN M	1	0.128
BELLO M	1	0.128
BELLORIN-FONT E	1	0.128
BELTON NR	1	0.128
BEMBRIDGE D	1	0.128
BEN-AMI H	1	0.128
BEN-SHLOMO Y	1	0.128
BENABID AL	1	0.128
BENDZ B	1	0.128
BENECKE P	1	0.128
BENGTSSON NO	1	0.128
BENHAMICHE-BOUVIER AM	1	0.128
BENIN A	1	0.128
BENNETT CL	1	0.128
BENNETT JV	1	0.128
BENNMARKER H	1	0.128
BENOTSCH EG	1	0.128
BENRAADT J	1	0.128
BENSON J	1	0.128
BERBAUM KS	1	0.128
BERBAUM ML	1	0.128
BEREGI JP	1	0.128
BERENSON JR	1	0.128
BERESFORD MW	1	0.128
BERESFORD P	1	0.128
BERG B	1	0.128
BERGE E	1	0.128
BERGENTOFT A	1	0.128
BERGER F	1	0.128
BERGER HM	1	0.128
BERGER P	1	0.128
BERGER S	1	0.128
BERGH J	1	0.128
BERGLUND O	1	0.128
BERGMAN L	1	0.128
BERGMANN P	1	0.128
BERGMANN R	1	0.128
BERGSTEN L	1	0.128
BERMAN RM	1	0.128
BERMUDEZ LE	1	0.128
BERNARDI L	1	0.128
BERNASCONI E	1	0.128
BERNSTEIN V	1	0.128
BERSTEN A	1	0.128
BERTI I	1	0.128
BERTOLAMI M	1	0.128
BERTRAND M	1	0.128
BERTRAND ME	1	0.128
BESSOUDO R	1	0.128
BEST A	1	0.128
BEST D	1	0.128
BEST L	1	0.128
BESTILNY S	1	0.128
BETBESE AJ	1	0.128
BETRIU A	1	0.128
BETTENDORF M	1	0.128
BETTS MR	1	0.128
BEVERIDGE RA	1	0.128
BEVERLY M	1	0.128
BEYER J	1	0.128
BEYER PA	1	0.128
BEYERS N	1	0.128
BHAKTA BB	1	0.128
BHAMARAPRAVATI N	1	0.128
BHAPKAR M	1	0.128
BHATHENA PR	1	0.128
BHATT D	1	0.128
BIAGIOTTI S	1	0.128
BIAGONI L	1	0.128
BIANCHI L	1	0.128
BIE P	1	0.128
BIGGAR R	1	0.128
BIJKER N	1	0.128
BILODEAU N	1	0.128
BILSEN J	1	0.128
BINGLEY P	1	0.128
BIRCH JM	1	0.128
BIRCH P	1	0.128
BIRCH-MACHIN MA	1	0.128
BIRKELAND SA	1	0.128
BIRKETT J	1	0.128
BIRRELL G	1	0.128
BIRRELL KG	1	0.128
BIRX DL	1	0.128
BISHOP W	1	0.128
BISMUTH H	1	0.128
BISWAS AC	1	0.128
BIXLER EO	1	0.128
BJERKELI V	1	0.128
BJERKESET T	1	0.128
BJORKMAN A	1	0.128
BJORKMAN H	1	0.128
BJUNE G	1	0.128
BLACK GCM	1	0.128
BLACK H	1	0.128
BLACK KL	1	0.128
BLACK W	1	0.128
BLACKETT AD	1	0.128
BLACKMAN D	1	0.128
BLAISE D	1	0.128
BLAKE DR	1	0.128
BLAKE K	1	0.128
BLAKELY J	1	0.128
BLAKEWAY C	1	0.128
BLANCHE S	1	0.128
BLAND JM	1	0.128
BLANKENSHIP J	1	0.128
BLASHFORD L	1	0.128
BLATCHFORD M	1	0.128
BLATCHFORD O	1	0.128
BLAYNEY JDM	1	0.128
BLISS P	1	0.128
BLOCK AJ	1	0.128
BLOCK B	1	0.128
BLOCK P	1	0.128
BLOMLEY MJK	1	0.128
BLOMQVIST C	1	0.128
BLOOM BR	1	0.128
BLOOMBERG G	1	0.128
BLUM J	1	0.128
BLUMENSTEIN BA	1	0.128
BLUNT MC	1	0.128
BOARD T	1	0.128
BOAZ M	1	0.128
BOCK JA	1	0.128
BODAMYALI T	1	0.128
BODANESE L	1	0.128
BODANSKY H	1	0.128
BODEN WE	1	0.128
BODKER R	1	0.128
BODSON A	1	0.128
BOECKH M	1	0.128
BOEHNKE-MICHAUD L	1	0.128
BOEKKOOI PF	1	0.128
BOERSMA HH	1	0.128
BOGATY P	1	0.128
BOGGIAN K	1	0.128
BOGNER JR	1	0.128
BOHM M	1	0.128
BOHMIG M	1	0.128
BOISIER P	1	0.128
BOISSE MF	1	0.128
BOITARD C	1	0.128
BOJANG K	1	0.128
BOKSLAG M	1	0.128
BOLAND J	1	0.128
BOLES M	1	0.128
BOLONNA A	1	0.128
BOLTEY L	1	0.128
BOM S	1	0.128
BOMAN P	1	0.128
BOND C	1	0.128
BONHOEFFER P	1	0.128
BONILLA M	1	0.128
BONITA R	1	0.128
BONITHON-KOPP C	1	0.128
BONJER HJ	1	0.128
BONNET D	1	0.128
BONORA M	1	0.128
BOONE J	1	0.128
BOOTS R	1	0.128
BORBONE M	1	0.128
BORDIGONI P	1	0.128
BORGES J	1	0.128
BORGMAN C	1	0.128
BORK K	1	0.128
BORKHARDT A	1	0.128
BORLAK J	1	0.128
BORRMANN S	1	0.128
BORST-EILERS E	1	0.128
BORZAK S	1	0.128
BOSCH J	1	0.128
BOSMA H	1	0.128
BOSMAN M	1	0.128
BOSNJAK D	1	0.128
BOSTOCK CJ	1	0.128
BOSTON K	1	0.128
BOTHA M	1	0.128
BOUDJEMLINE Y	1	0.128
BOUFASSA F	1	0.128
BOUGNERES P	1	0.128
