Authors	records	% of 11621
ZHANG YD	13	0.112
ZHANG ZC	13	0.112
ZHAO L	13	0.112
ZHAO XS	13	0.112
ZHAO YY	13	0.112
ZHENG MS	13	0.112
ZHOU H	13	0.112
ZHOU XF	13	0.112
ZHU L	13	0.112
ZHU YQ	13	0.112
ZHU ZH	13	0.112
BAO XH	12	0.103
CAO MH	12	0.103
CHEN B	12	0.103
CHEN DH	12	0.103
CHEN JT	12	0.103
CHEN XX	12	0.103
CHEN YS	12	0.103
CHEN YX	12	0.103
CHEN ZX	12	0.103
CHENG GZ	12	0.103
CHOI S	12	0.103
CHU CW	12	0.103
CHU PK	12	0.103
CUI H	12	0.103
CUI J	12	0.103
DING LX	12	0.103
HE CL	12	0.103
HE DY	12	0.103
HE X	12	0.103
HUANG HT	12	0.103
HUANG X	12	0.103
HUANG XL	12	0.103
JIA Y	12	0.103
JIN ZY	12	0.103
KANATZIDIS MG	12	0.103
KANG S	12	0.103
KIM SJ	12	0.103
LEE JM	12	0.103
LI CY	12	0.103
LI GS	12	0.103
LI HM	12	0.103
LI JB	12	0.103
LI SH	12	0.103
LI SJ	12	0.103
LI YP	12	0.103
LIN CJ	12	0.103
LIN JH	12	0.103
LIU CH	12	0.103
LIU HJ	12	0.103
LIU HM	12	0.103
LIU HZ	12	0.103
LIU YS	12	0.103
LIU ZW	12	0.103
LU T	12	0.103
LU XY	12	0.103
MA JT	12	0.103
MENG XJ	12	0.103
MENG Y	12	0.103
MINEGISHI T	12	0.103
OUYANG LZ	12	0.103
PALOMARES E	12	0.103
PANG SP	12	0.103
QIAN XF	12	0.103
QIU SL	12	0.103
QU YQ	12	0.103
RAMAKRISHNA S	12	0.103
REN Y	12	0.103
SHAO J	12	0.103
SHI CS	12	0.103
SHI GQ	12	0.103
SHI J	12	0.103
SHI L	12	0.103
SHI LY	12	0.103
SINGH A	12	0.103
SONG HH	12	0.103
SONG HW	12	0.103
SUN ZJ	12	0.103
TANG QW	12	0.103
TIAN Y	12	0.103
UHER C	12	0.103
WANG AQ	12	0.103
WANG CZ	12	0.103
WANG EG	12	0.103
WANG HX	12	0.103
WANG JF	12	0.103
WANG KX	12	0.103
WANG WJ	12	0.103
WEI X	12	0.103
WU G	12	0.103
WU XY	12	0.103
XIA H	12	0.103
XIAO J	12	0.103
XU AW	12	0.103
XU GY	12	0.103
XU KB	12	0.103
XU R	12	0.103
XU XJ	12	0.103
XU YJ	12	0.103
YAMASHITA H	12	0.103
YANG DJ	12	0.103
YANG JY	12	0.103
YANG Z	12	0.103
YU JH	12	0.103
ZHANG JX	12	0.103
ZHANG WK	12	0.103
ZHANG YB	12	0.103
ZHAO NQ	12	0.103
ZHAO W	12	0.103
ZHENG HH	12	0.103
ZHOU JS	12	0.103
ZHOU XY	12	0.103
ZHU YF	12	0.103
ZOU J	12	0.103
AMERI T	11	0.095
BANDOSZ TJ	11	0.095
BI H	11	0.095
BI YP	11	0.095
CAI R	11	0.095
CAO DP	11	0.095
CHEN BB	11	0.095
CHEN LB	11	0.095
CHEN LD	11	0.095
CHEN LY	11	0.095
CHEN RJ	11	0.095
CHEN SL	11	0.095
CHEN XB	11	0.095
CHEN ZH	11	0.095
CHENG HM	11	0.095
CHENG P	11	0.095
CHENG Y	11	0.095
DAI Y	11	0.095
DING Y	11	0.095
FAN LZ	11	0.095
FANG J	11	0.095
FENG X	11	0.095
FU WF	11	0.095
FU Y	11	0.095
GAO C	11	0.095
GAO H	11	0.095
GAO YF	11	0.095
GUAN GZ	11	0.095
GUO H	11	0.095
HE CN	11	0.095
HONG S	11	0.095
HU J	11	0.095
HUANG HW	11	0.095
HUANG R	11	0.095
HUANG YC	11	0.095
IM SH	11	0.095
JANSSEN RAJ	11	0.095
JIANG ZH	11	0.095
JIANG ZQ	11	0.095
JIN Y	11	0.095
KANG SH	11	0.095
KANG ZH	11	0.095
KIM DY	11	0.095
KIM G	11	0.095
KIM JS	11	0.095
KIM K	11	0.095
KIM SW	11	0.095
KIM W	11	0.095
KRISHNA R	11	0.095
KUILA T	11	0.095
LEE JC	11	0.095
LEI M	11	0.095
LI DD	11	0.095
LI GD	11	0.095
LI GQ	11	0.095
LI HH	11	0.095
LI HX	11	0.095
LI JT	11	0.095
LI MM	11	0.095
LI MR	11	0.095
LI QQ	11	0.095
LI WH	11	0.095
LI XC	11	0.095
LI YZ	11	0.095
LI ZP	11	0.095
LIN L	11	0.095
LIN TQ	11	0.095
LIN ZY	11	0.095
LIU LQ	11	0.095
LIU N	11	0.095
LIU SZ	11	0.095
